Federico Fellini;" , cavaliere di gran croce omri (italian: [fedeucriudko felucliudni];  january  u  october ) was an italian film director and screenwriter. known for his distinct style that blends fantasy and baroque images with earthiness, he is recognized as one of the greatest and most influential filmmakers of all time. his films have ranked, in polls such as cahiers du cinuema and sight & sound, as some of the greatest films of all time. sight & sound lists his  film ubd as the th-greatest film of all time.nin a career spanning almost fifty years,  won the palme d'or for la dolce vita, was nominated for twelve academy awards, and directed four motion pictures that won oscars in the category of best foreign language film. in , he was awarded an honorary oscar for lifetime achievement at the th annual academy awards in los angeles.nbesides la dolce vita and ubd, his other well-known films include la strada, nights of cabiria, juliet of the spirits, satyricon, amarcord and 's casanova."
Felix Van Groeningen;   (born ) is a belgian film director, producer and screenwriter.
Francis Ford Coppola;"   (us: ; born april , ), also credited as  , is a semi-retired american film director, producer, and screenwriter. he is considered to have been a central figure of the new hollywood wave of filmmaking.nafter directing the rain people (), he co-wrote the  film patton, earning the academy award for best original screenplay along with co-writer edmund h. north. his directorial prominence was cemented with the release in  of the godfather, a film which revolutionized movie-making in the gangster genre, earning praise from both critics and the public before winning three academy awardsuincluding his second oscar (best adapted screenplay, with mario puzo), best picture, and his first nomination for best director.nhe followed with the godfather part ii in , which became the first sequel to win the academy award for best picture. highly regarded by critics, it brought him three more academy awards: best adapted screenplay, best director and best picture, and made him the second director, after billy wilder, to be honored three times for the same film. the conversation, which he directed, produced and wrote, was released that same year, winning the palme d'or at the  cannes film festival. he next directed 's apocalypse now. while notorious for its lengthy and strenuous production, the film is widely acclaimed for its vivid and stark depiction of the vietnam war. it won the palme d'or at the  cannes film festival, making  one of only eight filmmakers to win two palme d'or awards.nwhile a number of 's ventures in the s and s were critically lauded, he has never quite achieved the same commercial success with films as in the s. his most well-known films released since the start of the s are the dramas the outsiders and rumble fish (both ), the crime-drama the cotton club (), and the horror film bram stoker's dracula ()."
Francis Veber;" paul  (born  july ) is a french film director, screenwriter and producer, and playwright. he has written and directed both french and american films. eight french-language films with which he has been involved, as either writer or director or both, have been remade as english-language hollywood films: le grand blond avec une chaussure noire (as the man with one red shoe), l'emmerdeur (as buddy buddy), la cage aux folles (as the birdcage), le jouet (as the toy), les compueres (as fathers' day), la chuevre (as pure luck), les fugitifs (as three fugitives), and le dueener de cons (as dinner for schmucks). he also wrote the screenplay for my father the hero, the  american remake of the french-language film mon puere, ce hueros.nsome of his screenplays started as theater plays (for instance, le dueener de cons). this theatrical experience contributes to his films' tight structure, resulting in what has been called ""marvels of economy"".nmany of his french comedies feature recurring types of characters, named franueois pignon (a bungler) and franueois perrin (a bully)."
François Ozon;"franueois  (french: [fuuu.swa o.zuu]; born  november ) is a french film director and screenwriter whose films are usually characterized by sharp satirical wit and a freewheeling view on human sexuality.nhe has achieved international acclaim for his films  femmes () and swimming pool ().  is considered to be one of the most important french film directors in the new ""new wave"" in french cinema such as jean-paul civeyrac, philippe ramos, and yves caumon, as well as a group of french filmmakers associated with a ""cinema du corps/cinema of the body""."
François Ruffin;franueois  (born  october ) is a french journalist and social activist. he is the founder and editor of the satirical quarterly fakir and the director of the film merci patron!. he played an instrumental role in the formation of the nuit debout movement in france. he is a member of the national assembly of france since , representing somme.
François Truffaut;"franueois roland  (french: [fuuu.swa uu.luu tuyfo];  february  u  october ) was a french film director, screenwriter, producer, actor, and film critic, as well as one of the founders of the french new wave. in a film career lasting over a quarter of a century, he remains an icon of the french film industry, having worked on over  films. 's film the  blows came to be a defining film of the french new wave movement. unique in world cinema, the movie is followed over  years with classics stolen kisses, bed and board and love on the run between  and . he also directed such other classics as shoot the piano player (), jules et jim (), the wild child (), two english girls (), day for night () and the woman next door ()."
Frank Borzage;"  (; april ,  u june , ) was an american film director and actor, most remembered for directing th heaven (), man's castle (), and the mortal storm ()."
Frank Capra;" russell  (born francesco rosario ; may ,  u september , ) was an italian-american film director, producer and writer who became the creative force behind some of the major award-winning films of the s and s. born in italy and raised in los angeles from the age of five, his rags-to-riches story has led film historians such as ian freer to consider him the ""american dream personified.""n became one of america's most influential directors during the s, winning three oscars from his six nominations as best director, along with three other oscar wins from nine nominations in other categories. among his leading films were it happened one night (), you can't take it with you (), and mr. smith goes to washington ();  was nominated as best director and as producer for academy award for best picture on all three films, winning both awards on the first two. during world war ii,  served in the u.s. army signal corps and produced propaganda films, such as the why we fight series.nafter world war ii, 's career declined as his later films such as it's a wonderful life (), which flopped when it was first released, were critically derided as being ""simplistic"" or ""overly idealistic"". in ensuing decades, however, these films have been favorably reassessed. outside of directing,  was active in the film industry, engaging in various political and social issues. he served as president of the academy of motion pictures arts and sciences, worked alongside the screenwriters guild, and was head of the directors guild of america.nn"
Frank Lloyd; william george  ( february  u  august ) was an american film director, scriptwriter and producer. he was among the founders of the academy of motion picture arts and sciences, and was its president from -.n was born in glasgow, scotland. his mother jane was scottish and his father edmund was welsh. he is scotland's first academy award winner and is unique in film history, having received three oscar nominations in  for his work on a silent film (the divine lady), a part-talkie (weary river) and a full talkie (drag). he won for the divine lady. he was nominated and won again in  for his adaptation of nouebl coward's cavalcade and received a further best director nomination in  for perhaps his most successful film, mutiny on the bounty.
Frank Pavich;  is a croatian-american film director and producer.nhis first film as director was n.y.h.c., a feature length documentary about the new york hardcore music scene. the film was shot in the summer of  and was released on vhs in . in , halo  entertainment released it as part of a special edition two-dvd set.nin ,  co-produced the satirical comedy film die, mommie, die!.nfrom  to ,  directed his second documentary, jodorowsky's dune. the film premiered in the director's fortnight section of the  cannes film festival, and went on to play at many other festivals, including the telluride film festival and the toronto international film festival. at fantastic fest, the film won both the audience award and best documentary prizes. in , the film was released in us theaters by sony pictures classics, and was short listed for an academy award for best documentary feature. it currently maintains a rating of % on rotten tomatoes, making it one of the best reviewed films that year.
Franklin J. Schaffner; james  (may ,  u july , ) was an american film director best known for the films planet of the apes (), patton (), nicholas and alexandra (), papillon (), and the boys from brazil ().
Fred M. Wilcox; mcleod  (december ,  u september , ) was an american motion picture director. he worked for metro-goldwyn-mayer for many years and directed the classic family film lassie come home and the science fiction classic forbidden planet, which were enshrined on the national film preservation board's national film registry in  and  respectively.
Fred Newmayer;
Fred Niblo;  (january ,  u november , ) was an american pioneer film actor, director and producer.
Fred Zinnemann;"al """"  (april ,  u march , ) was an austrian-born american film director. he won four academy awards for directing films in various genres, including thrillers, westerns, film noir and play adaptations. he made  feature films during his -year career.nhe was among the first directors to insist on using authentic locations and for mixing stars with civilians to give his films more realism. within the film industry, he was considered a maverick for taking risks and thereby creating unique films, with many of his stories being dramas about lone and principled individuals tested by tragic events. according to one historian, 's style demonstrated his sense of ""psychological realism and his apparent determination to make worthwhile pictures that are nevertheless highly entertaining.""nsome of his most notable films were the men (), high noon (), from here to eternity (), oklahoma! (), the nun's story (), a man for all seasons (), the day of the jackal (), and julia (). his films have received  oscar nominations, winning .n directed and introduced a number of stars in their u.s. film debuts, including marlon brando, rod steiger, pier angeli, julie harris, brandon dewilde, montgomery clift, shirley jones and meryl streep. he directed  actors to oscar nominations, including frank sinatra, montgomery clift, audrey hepburn, glynis johns, paul scofield, robert shaw, wendy hiller, jason robards, vanessa redgrave, jane fonda, gary cooper and maximilian schell.nn"
Fritz Lang;"friedrich christian anton """"  (december ,  u august , ) was an austrian-german filmmaker, screenwriter, and occasional film producer and actor. one of the best-known uemigrues from germany's school of expressionism, he was dubbed the ""master of darkness"" by the british film institute.nhis most famous films include the groundbreaking futuristic metropolis () and the also influential m (), a film noir precursor that he made before he moved to the united states."
Gabriel Axel;  erik mufrch better known as   ( april  u  february ) was a danish film director, actor, writer and producer, best known for babette's feast (), which he wrote and directed.
Gabriela Cowperthwaite;
Garry Marshall; kent  (november ,  u july , ) was an american actor, director, producer, writer, and voice artist best known for creating happy days and its various spin-offs, developing neil simon's  play the odd couple for television, and directing pretty woman, runaway bride, valentine's day, new year's eve, mother's day, the princess diaries, and the princess diaries : royal engagement. he provided the voice of buck cluck in chicken little.
Georg Wilhelm Pabst ;   ( august  u  may ), known professionally as g. w. , was an austrian theatre and film director.nn
George A. Romero;" andrew  (; february ,  u july , ) was an american-canadian filmmaker, writer and editor, best known for his series of gruesome and satirical horror films about an imagined zombie apocalypse, beginning with night of the living dead (), which is often considered a progenitor of the fictional zombie of modern culture. other films in the series include dawn of the dead () and day of the dead (). aside from the dead series, his works include the crazies (), martin (), creepshow (), monkey shines (), the dark half () and bruiser (). he also created and executive-produced the television series tales from the darkside (u).n is often noted as an influential pioneer of the horror film genre, and has been called an ""icon"" and the ""father of the zombie film""."
George Cukor;" dewey  (; july ,  u january , ) was an american film director. he mainly concentrated on comedies and literary adaptations. his career flourished at rko when david o. selznick, the studio's head of production, assigned  to direct several of rko's major films, including what price hollywood? (), a bill of divorcement (), our betters (), and little women (). when selznick moved to mgm in ,  followed and directed dinner at eight () and david copperfield () for selznick and romeo and juliet () and camille () for irving thalberg.nhe was replaced as the director of gone with the wind (), but he went on to direct the philadelphia story (), gaslight (), adam's rib (), born yesterday (), a star is born (), bhowani junction (), and my fair lady (). he continued to work into the s."
George Marshall;" catlett , jr. (december ,  u october , ) was an american statesman and soldier. he was chief of staff of the united states army under presidents franklin d. roosevelt and harry s. truman, and served as secretary of state and secretary of defense under truman. he was hailed as the ""organizer of victory"" by winston churchill for his leadership of the allied victory in world war ii.nborn in uniontown, pennsylvania,  was a  graduate of the virginia military institute. after serving briefly as commandant of students at the danville military academy in danville, virginia,  received his commission as a second lieutenant of infantry in february, . in the years after the spanishuamerican war, he served in the united states and overseas in positions of increasing rank and responsibility, including platoon leader and company commander in the philippines during the philippineuamerican war. he was the honor graduate of his infantry-cavalry school course in , and graduated first in his  army staff college class.nin   was assigned as aide-de-camp to j. franklin bell, the commander of the western department. after the united states entered world war i,  served with bell while bell commanded the department of the east. he was assigned to the staff of the st division, and assisted with the organization's mobilization and training in the united states, as well as planning of its combat operations in france. subsequently assigned to the staff of the american expeditionary forces headquarters, he was a key planner of american operations including the meuse-argonne offensive.nafter the war,  was assigned as an aide-de-camp to john j. pershing, who was then serving as the army's chief of staff. he later served on the army staff, commanded the th infantry regiment in china, and was an instructor at the army war college. in , he became assistant commandant of the army's infantry school, where he modernized command and staff processes, which proved to be of major benefit during world war ii. in  and  he commanded the th infantry regiment and fort screven, georgia.n commanded th brigade, rd infantry division and vancouver barracks from  to , and received promotion to brigadier general. during this command,  was also responsible for  civilian conservation corps (ccc) camps in oregon and southern washington. in july ,  was assigned to the war plans division on the war department staff, and he was subsequently appointed as the army's deputy chief of staff. when chief of staff malin craig retired in ,  became acting chief of staff, and then chief of staff. he served as chief of staff until the end of the war in .nas chief of staff,  organized the largest military expansion in u.s. history, and received promotion to five-star rank as general of the army.  coordinated allied operations in europe and the pacific until the end of the war; in addition to being hailed as the organizer of allied victory by winston churchill, time magazine named  its man of the year for .  retired from active service in , but remained on active duty, a requirement for holders of five-star rank. in late  and early  he served as a special envoy to china in an unsuccessful effort to negotiate a coalition government between the nationalist of chiang kai-shek and communists under mao zedong.nas secretary of state from  to ,  received credit for the  plan for europe's post-war rebuilding, the success of which was recognized with award of the  nobel peace prize. after resigning as secretary of state,  served as chairman of american battle monuments commission and president of the american national red cross.nas secretary of defense at the start of the korean war,  worked to restore the military's confidence and morale at the end of its post-world war ii demobilization and then its initial buildup for combat in korea and operations during the cold war.nafter resigning as defense secretary,  retired to his home in virginia. he died in  and was buried at arlington national cemetery."
George Miller;
George Roy Hill;   (december ,  u december , ) was an american film director. he is most noted for directing such films as butch cassidy and the sundance kid () and the sting (), which both starred the acting duo paul newman and robert redford.nother notable  films include: slaughterhouse-five, the world according to garp, the world of henry orient, hawaii, thoroughly modern millie, the great waldo pepper, slap shot, funny farm, a little romance with laurence olivier, and the little drummer girl.nn
Georges Cukor;
Georges Franju;"  (french: [fuuuuy];  april  u  november ) was a french filmmaker. he was born in fougueres, ille-et-vilaine."
Georges Lautner;"  (french: [lotnubu];  january  u  november ) was a french film director and screenwriter.nhe was born in nice, the son of actress renuee saint-cyr."
Georges Lucas;
Georges Meliès;"marie--jean mueliues, known as  mueliues (; french: [meljubs];  december  u  january ), was a french illusionist and film director who led many technical and narrative developments in the earliest days of cinema. mueliues was an especially prolific innovator in the use of special effects, popularizing such techniques as substitution splices, multiple exposures, time-lapse photography, dissolves, and hand-painted color. he was also one of the first filmmakers to use storyboards. his films include a trip to the moon () and the impossible voyage (), both involving strange, surreal journeys somewhat in the style of jules verne, and are considered among the most important early science fiction films, though their approach is closer to fantasy."
Georges Perec;"  (french: [peuubk, pubuubk]; march ,  u march , ) was a french novelist, filmmaker, documentalist, and essayist. he was a member of the oulipo group. his father died as a soldier early in the second world war and his mother was murdered in the holocaust, and many of his works deal with absence, loss, and identity, often through word play."
Georges Stevens;
Georgi Daneliya;"y  (an: udududdueudud udududcududaudud giorgi danelia; russian: uuueuuuuu uduuaueubuuuuuu uuuduuubuuf; born  august ), also known as giya , is a soviet and russian film director and screenwriter known throughout the soviet union for his ""lyric (or sad) comedies"" (as he styles them). he was named a people's artist of the ussr in ."
Germaine Dulac;"  (french: [dylak]; born charlotte elisabeth  saisset-schneider;  november  u  july ) was a french filmmaker, film theorist, journalist and critic. she was born in amiens and moved to paris in early childhood. a few years after her marriage she embarked on a journalistic career in a feminist magazine, and later became interested in film. with the help of her husband and friend she founded a film company and directed a few commercial works before slowly moving into impressionist and surrealist territory. she is best known today for her impressionist film, la souriante madame beudet (""the smiling madam beudet"", /), and her surrealist experiment, la coquille et le clergyman (""the seashell and the clergyman"", ). her career as filmmaker suffered after the introduction of sound film and she spent the last decade of her life working on newsreels for pathue and gaumont."
Gillo Pontecorvo;"  (italian: [ucduillo ponteuckurvo];  november  u  october ) was an italian filmmaker. he worked as a film director for more than a decade before his best known film la battaglia di algeri (the battle of algiers, ) was released. it won the golden lion at the venice film festival in .nhis other films include kapuf (), which takes place in a world war ii concentration camp, and burn! (queimada, ), starring marlon brando and loosely based on the failed slave revolution in guadeloupe. in , he received the pietro bianchi award at the venice film festival. he was also a screenwriter and composer of film scores, and a close friend of the italian president giorgio napolitano."
Giuseppe Tornatore;  (born  may ) is an italian film director and screenwriter. he is considered as one of the directors who brought critical acclaim back to italian cinema. in a career spanning over  years he is best known for directing and writing drama films such as the legend of , maluena, baarueca and the best offer. probably his most noted film is nuovo cinema paradiso, for which  won the academy award for best foreign language film. he directed also several advertising campaigns for dolce & gabbana.n is also known for his long-standing association with composer ennio morricone, who composed music for thirteen negrin's feature films since .
Gleb Panfilov;" anatolyevich  (russian: uubuu uuduuueubucuuuu ufuuduuubueu; born  may  in magnitogorsk) is an internationally acclaimed russian film director noted for a string of mostly historical films starring his wife, inna churikova."
Göran Olsson;
Gordon Chan;"  kar-seung (simplified chinese: uuuea; traditional chinese: uuuea; pinyin: chuen jiushueng), born in , is a hong kong film director, writer and producer. his most notable works include beast cops, fist of legend, painted skin,  ad and legend of the fist: the return of chen zhen. in  he announced and launched the productions for mural, four detectives/four marshals, and painted skin . though for painted skin  he dropped out as the director and the director's seat was given to wuershan. his  film first option was entered into the th moscow international film festival.nn"
Guillermo del Toro;"   gufmez (spanish pronunciation: [uiucudeuemo ufel uctoueo]; born october , ) is a mexican film director, screenwriter, producer and novelist. in his filmmaking career,   has alternated between spanish-language dark fantasy pieces, such as the gothic horror film the devil's backbone (), and pan's labyrinth (), and more mainstream american action movies, such as the vampire superhero action film blade ii (), the supernatural superhero film hellboy (), its sequel hellboy ii: the golden army (), and the science fiction monster film pacific rim ().nin addition to his directing works,   is a prolific producer, his producing works including acclaimed and successful films such as the orphanage (), julia's eyes (), biutiful (), kung fu panda  (), puss in boots (), and mama (). he was originally chosen by peter jackson to direct the hobbit films; he left the project due to production problems but was still credited as co-writer for his numerous contributions to the script.n 's work is characterised by a strong connection to fairy tales and horror, with an effort to infuse visual or poetic beauty. he has a lifelong fascination with monsters, which he considers symbols of great power.   is known for his use of insectile and religious imagery, the themes of catholicism and celebrating imperfection, underworld and clockwork motifs, practical special effects, dominant amber lighting, and his frequent collaborations with actors ron perlman, doug jones and federico luppi. he is also friends with fellow mexican directors alfonso cuarufn and alejandro gonzuelez iufuerritu, collectively known as ""the three amigos of cinema."""
Guru Dutt;"vasanth kumar shivashankar padukone ( july  u  october ), better known as  , was an indian film director, producer and actor. he made s and s classics such as pyaasa, kaagaz ke phool, sahib bibi aur ghulam and chaudhvin ka chand. in particular, pyaasa and kaagaz ke phool are now included among the greatest films of all time, both by time magazine's ""all-time""  best movies  and by the sight & sound critics' and directors' poll, where  himself is included among the greatest film directors of all time.nin , he was included among cnn's ""top  asian actors of all time"".nhe is most famous for making lyrical and artistic films within the context of popular hindi cinema of the s, and expanding its commercial conventions, starting with his  film, pyaasa. several of his later works have a cult following. his movies go full house when re-released; especially in germany, france and japan."
Gus Van Sant;" green  , jr. (born july , ) is an american film director, screenwriter, painter, photographer, musician and author who has earned acclaim as both an independent and more mainstream filmmaker. his films typically deal with themes of marginalized subcultures, in particular homosexuality; as such,   is considered one of the most prominent auteurs of the new queer cinema movement.n 's early career was devoted to directing television commercials in the pacific northwest. he made his feature-length cinematic directorial debut with mala noche (). his second feature drugstore cowboy () was highly acclaimed, and earned   screenwriting awards from the los angeles film critics association and new york film critics circle and best director from the national society of film critics. his following film my own private idaho () was similarly praised, as was the black comedy to die for (), the drama good will hunting () and the biopic milk (); for the latter two,   was nominated for the academy award for best director and both films received best picture nominations. in , elephant -  's roman ue clef of the columbine high school massacre - won the palme d'or at the cannes film festival and   also received the festival's best director award, making him one of only two filmmakers - the other being joel coen - to win both accolades in the same year. though most of  's other films received favourable reviews, such as finding forrester () and paranoid park (), some of his efforts such as the art house production last days () and the environmental drama promised land have received more mixed reviews from critics, while his adaptation of tom robbins's even cowgirls get the blues (), his  remake of alfred hitchcock's psycho and his most recent film to date, the sea of trees () were critical and commercial failures.nin addition to directing,   wrote the screenplays for several of his earlier works, and is the author of a novel entitled pink. a book of his photography, called  portraits, has also been published, and he has released two musical albums. he is openly gay and currently lives in portland, oregon."
Guy Maddin; , cm om (born february , ) is a canadian screenwriter, director, author, cinematographer and film editor of both features and short films, as well as an installation artist, from winnipeg, manitoba. his most distinctive quality is his penchant for recreating the look and style of silent or early-sound-era films. since completing his first film in ,  has become one of canada's most well-known and celebrated film-makers.n has directed twelve feature films and numerous short films, in addition to publishing three books and creating a host of installation art projects. a number of 's recent films began as or developed from installation art projects, and his books also relate to his film work.  has been the subject of much critical praise and academic attention, including two books of interviews with  and two book-length academic studies of his work.  was appointed to the order of canada, the country's highest civilian honour, in .n is visiting lecturer on visual and environmental studies, u, at harvard university.
Hal Ashby;  (september ,  u december , ) was an american film director and editor associated with the new hollywood wave of filmmaking.nbefore his career as a director  edited films for norman jewison, notably the russians are coming, the russians are coming (), which earned  an oscar nomination for best editing, and in the heat of the night (), which earned him his only oscar for the same category.n received a third oscar nomination, this time for best director for coming home (). other films directed by  include the landlord (), harold and maude (), the last detail (), shampoo (), bound for glory () and being there ().
Han-min Kim;
Hany Abu-Assad;  (arabic: uuuua uuu uuuufueue, born  october ) is a dutch/palestinian film director. he has received two academy award nominations: in  for his film paradise now, and again in , at the th awards, for his film omar.
Hark Tsui;"  (chinese: ufub, born  february ), born  man-kong, is a vietnam-born chinese film director, producer and screenwriter.  has produced & also directed several influential hong kong films such as a better tomorrow; a chinese ghost story; once upon a time in china; and most recently, blockbusters such as detective dee and the mystery of the phantom flame, flying swords of dragon gate and young detective dee: rise of the sea dragon. he is viewed as a major figure in the golden age of hong kong cinema and has been regarded by critics as ""one of the masters of asian cinematography."""
Harold Ramis;" allen  (november ,  u february , ) was an american actor, director, writer, and comedian. his best-known film acting roles were as egon spengler in ghostbusters () and ghostbusters ii () and russell ziskey in stripes (); he also co-wrote those films. as a director, his films include the comedies caddyshack (), national lampoon's vacation (), groundhog day (), and analyze this ().  was the original head writer of the television series sctv, on which he also performed, as well as a co-writer of groundhog day and national lampoon's animal house (). his final film that he wrote, produced, directed and acted in was year one ().n' films influenced subsequent generations of comedians and comedy writers. filmmakers including jay roach, jake kasdan, adam sandler, and peter and bobby farrelly have cited his films as among their favorites. along with danny rubin, he won the bafta award for best original screenplay for groundhog day."
Hayao Miyazaki;"  (japanese: ubaeude uff, hepburn:  , born january , ) is a japanese film director, producer, screenwriter, animator, author, and manga artist. a co-founder of studio ghibli, a film and animation studio, he has attained international acclaim as a masterful storyteller and as a maker of anime feature films, and is widely regarded as one of the greatest animation directors.nborn in bunkyud, tokyo,  expressed interest in manga and animation from an early age, and he joined toei animation in . during his early years at toei animation he worked as an in-between artist and later collaborated with director isao takahata. notable films to which  contributed at toei include doggie march and gulliver's travels beyond the moon. he provided key animation to other films at toei, such as puss in boots and animal treasure island, before moving to a-pro in , where he co-directed lupin the third part i alongside takahata. after moving to zuiyud eizud (later known as nippon animation) in ,  worked as an animator on world masterpiece theater, and directed the television series future boy conan. he joined telecom animation film in  to direct his first feature films, the castle of cagliostro in  and nausicaue of the valley of the wind in , as well as the television series sherlock hound.n co-founded studio ghibli in . he directed several films with ghibli, including castle in the sky in , my neighbor totoro in , kiki's delivery service in , and porco rosso in . the films were met with commercial and critical success in japan. 's film princess mononoke was the first animated film to win the japan academy prize for picture of the year, and briefly became the highest-grossing film in japan following its release in ; its distribution to the western world greatly increased ghibli's popularity and influence outside japan. his  film spirited away became the highest-grossing film in japanese history, winning the academy award for best animated feature at the th academy awards and considered among the greatest animation films of all time. 's later filmsuhowl's moving castle, ponyo, and the wind risesualso enjoyed commercial and critical success. following the release of the wind rises,  announced his retirement from feature films. he returned to work on a new feature film in .n's works are characterized by the recurrence of themes such as humanity's relationship with nature and technology, the wholesomeness of natural and traditional patterns of living, the importance of art and craftsmanship, and the difficulty of maintaining a pacifist ethic in a violent world. the protagonists of his films are often strong girls or young women, and several of his films present morally ambiguous antagonists with redeeming qualities. 's works have been highly praised and awarded; he was named a person of cultural merit for outstanding cultural contributions in november , and received the academy honorary award for his impact on animation and cinema in november . in , american film critic roger ebert suggested that  may be the best animation filmmaker in history, praising the depth and artistry of his films."
Henri Verneuil;" , born ashot malakian ( october  u  january ), was a french-armenian playwright and filmmaker, who made a successful career in france. he was nominated for oscar and palme d'or awards, and won locarno international film festival, edgar allan poe awards, french legion of honor, golden globe award, french national academy of cinema and honorary cesar awards.naccording to one obituary:nnfor exactly  years, the prolific  made movies as mainstream and commercial as any to be found in america or britain. in his best period - the s and s - he delivered films in the ""tradition of quality"" so despised by the nouvelle vague. many of them proved excellent vehicles for old-timers jean gabin and fernandel, and newcomers such as jean-paul belmondo and alain delon."
Henri-Georges Clouzot;"  (french pronunciation: ub[uuui uuuu kluzo]; (--) august  u  january (--)) was a french film director, screenwriter and producer. he is best remembered for his work in the thriller film genre, having directed the wages of fear and les diaboliques, which are critically recognized to be among the greatest films from the s.  also directed documentary films, including the mystery of picasso, which was declared a national treasure by the government of france.n was an early fan of the cinema and, desiring a career as a writer, moved to paris. he was later hired by producer adolphe osso to work in berlin, writing french-language versions of german films. after being fired from german studios due to his friendship with jewish producers,  returned to france, where he spent years bedridden after contracting tuberculosis. upon recovering,  found work in nazi occupied france as a screenwriter for the german-owned company continental films. at continental,  wrote and directed films that were very popular in france. his second film le corbeau drew controversy over its harsh look at provincial france and  was fired from continental before its release. as a result of his association with continental,  was barred by the french government from filmmaking until .nafter the ban was lifted,  reestablished his reputation and popularity in france during the late s with successful films including quai des orfuevres. after the release of his comedy film miquette et sa muere,  married vuera gibson-amado, who would star in his next three feature films. in the early and mid-s,  drew acclaim from international critics and audiences for the wages of fear and les diaboliques. both films would serve as source material for remakes decades later. after the release of la vueritue, 's wife vuera died of a heart attack and 's career suffered due to depression, illness and new critical views of films from the french new wave. 's career became less active in later years, limited to a few television documentaries and two feature films in the s.  wrote several unused scripts in the s and died in paris in ."
Henry Levin;"  ( june  u  may ) began as a stage actor and director but was most notable as an american film director of over fifty feature films.nhe broke into film in  as a dialogue director for the films dangerous blondes and appointment in berlin for columbia pictures. he then was contracted to columbia pictures as a director along with several other ""potentials"" who began as dialogue directors: fred sears, william castle, mel ferrer and robert gordon.nat the end of his career, he finally did some television work, directing some episodes of knots landing in  and his last work, the television movie scout's honor where he died on the last day of production. despite having been a stage actor, his only screen acting credit was in an episode of the  television series planet of the apes."
Hergé;"georges prosper remi (french: [uumi];  may  u  march ), known by the pen name hergue ([ubuue]), was a belgian cartoonist. he is best known for creating the adventures of tintin, the series of comic albums which are considered one of the most popular european comics of the th century. he was also responsible for two other well-known series, quick & flupke (u) and the adventures of jo, zette and jocko (u). his works were executed in his distinct ligne claire drawing style.nborn to a lower middle-class family in etterbeek, brussels, hergue began his career by contributing illustrations to scouting magazines, developing his first comic series, the adventures of totor, for le boy-scout belge in . working for the conservative catholic newspaper le vingtiueme siuecle, he created the adventures of tintin in  on the advice of its editor norbert wallez. revolving around the actions of boy reporter tintin and his dog snowy, the series' early instalments u tintin in the land of the soviets, tintin in the congo, and tintin in america u were designed as conservative propaganda for children. domestically successful, after serialisation the stories were published in book form, with hergue continuing the series and also developing both the quick & flupke and jo, zette and jocko series for le vingtiueme siuecle. influenced by his friend zhang chongren, from  hergue placed far greater emphasis on conducting background research for his stories, resulting in increased realism from the blue lotus onward. following the german occupation of belgium in , le vingtiueme siuecle was closed but hergue continued his series in le soir, a popular newspaper controlled by the nazi administration.nafter the allied liberation of belgium in , le soir was shut down and its staff u including hergue u accused of having been collaborators. an official investigation was launched, and while no charges were brought against hergue, in subsequent years he repeatedly faced accusations of having been a traitor and collaborator. with raymond leblanc he established tintin magazine in , through which he serialised new adventures of tintin stories. as the magazine's artistic director, he also oversaw the publication of other successful comics series, such as edgar p. jacobs' blake and mortimer. in  he established studios hergue as a team to aid him in his ongoing projects; prominent staff members jacques martin and bob de moor greatly contributed to subsequent volumes of the adventures of tintin. amid personal turmoil following the collapse of his first marriage, he produced tintin in tibet, his personal favourite of his works. in later years he became less prolific, and unsuccessfully attempted to establish himself as an abstract artist.nhergue's works have been widely acclaimed for their clarity of draughtsmanship and meticulous, well-researched plots. they have been the source of a wide range of adaptations, in theatre, radio, television, cinema, and computer gaming. he remains a strong influence on the comic book medium, particularly in europe. widely celebrated in belgium, a hergue museum was established in louvain-la-neuve in ."
Herk Harvey;harold arnold  (june ,  u april , ) u known as   u was an american film director, screenwriter, actor and film producer.nn
Hideo Gosha;  (ueue ufuc,  , february ,  u august , ) was a japanese film director.nborn in arasaka, tokyo prefecture,  graduated from high school and served in the imperial navy during the second world war. after earning a business degree at meji university, he joined nippon television as a reporter in . in  he moved on to the newly founded fuji television and rose through the ranks as a producer and director. one of his television shows, the chambara three outlaw samurai, so impressed the heads of the shochiku film studio that he was offered the chance to adapt it as a feature film in . following this film's financial success, he directed a string of equally successful chambara productions through the end of the s. his two most critical and popular successes of the period are goyokin and hitokiri (also known as tenchu), both released in  and both considered to be two of the finest examples of the chambara genre.nduring the s  abandoned pure chambara and turned his productive energies toward films in the yakuza genre but he still produced period sword films such as the wolves ( film) (), bandits vs. samurai squadron (), and hunter in the dark (). his films three outlaw samurai and sword of the beast () have been released by criterion.nby the early s,  began making period films that featured prostitutes as protagonists that were renowned for their realism, violence, and overt sexuality. they were critically panned for those very reasons, but they were also all box office successes. in  he was awarded the japan academy prize for director of the year for the geisha.nus films have influenced directors including chang cheh, takashi miike, and yoshiaki kawajiri.
Hirokazu Koreeda;  (ufud uduc,  , born june , ) is a japanese film director, producer, screenwriter and editor.nhe is best-known for works such as nobody knows () and still walking ().
Hiromu Arakawa;  (uuddd uf,  , born may , ) is a japanese manga artist from hokkaidud. she is best known for the manga fullmetal alchemist, which became a hit both domestically and internationally, and was later adapted into two anime television series.nshe often portrays herself as a bespectacled cow. her given name is hiromi (ufufe), the first character being written identically to her male pen name, .
